LINK,WORD,LANGUAGE
particolare/common_voice_it_20046475.opus,particolare,it
particolare/common_voice_it_18762605.opus,particolare,it
particolare/common_voice_it_20039022.opus,particolare,it
particolare/common_voice_it_20252281.opus,particolare,it
particolare/common_voice_it_19981819.opus,particolare,it
particolare/common_voice_it_19970809.opus,particolare,it
particolare/common_voice_it_18504029.opus,particolare,it
particolare/common_voice_it_18121275.opus,particolare,it
particolare/common_voice_it_20064367.opus,particolare,it
particolare/common_voice_it_20071158.opus,particolare,it
particolare/common_voice_it_18631944.opus,particolare,it
particolare/common_voice_it_19998375.opus,particolare,it
particolare/common_voice_it_20047391.opus,particolare,it
particolare/common_voice_it_20305805.opus,particolare,it
particolare/common_voice_it_19876978.opus,particolare,it
particolare/common_voice_it_20589321.opus,particolare,it
particolare/common_voice_it_20893144.opus,particolare,it
particolare/common_voice_it_18043936.opus,particolare,it
particolare/common_voice_it_18164722.opus,particolare,it
particolare/common_voice_it_18017299.opus,particolare,it
particolare/common_voice_it_20023719.opus,particolare,it
particolare/common_voice_it_20064760.opus,particolare,it
particolare/common_voice_it_19481094.opus,particolare,it
particolare/common_voice_it_20105191.opus,particolare,it
particolare/common_voice_it_19942678.opus,particolare,it
particolare/common_voice_it_20179778.opus,particolare,it
particolare/common_voice_it_20060888.opus,particolare,it
particolare/common_voice_it_20129146.opus,particolare,it
particolare/common_voice_it_18595696.opus,particolare,it
particolare/common_voice_it_20250363.opus,particolare,it
particolare/common_voice_it_19971477.opus,particolare,it
particolare/common_voice_it_19705011.opus,particolare,it
particolare/common_voice_it_21262704.opus,particolare,it
particolare/common_voice_it_20013074.opus,particolare,it
particolare/common_voice_it_20075203.opus,particolare,it
particolare/common_voice_it_20015636.opus,particolare,it
particolare/common_voice_it_20643119.opus,particolare,it
particolare/common_voice_it_20006445.opus,particolare,it
particolare/common_voice_it_19997252.opus,particolare,it
particolare/common_voice_it_18858988.opus,particolare,it
particolare/common_voice_it_18237525.opus,particolare,it
particolare/common_voice_it_21379092.opus,particolare,it
particolare/common_voice_it_17866168.opus,particolare,it
particolare/common_voice_it_17641787.opus,particolare,it
particolare/common_voice_it_18088529.opus,particolare,it
particolare/common_voice_it_20598848.opus,particolare,it
particolare/common_voice_it_18280957.opus,particolare,it
particolare/common_voice_it_20874258.opus,particolare,it
particolare/common_voice_it_17551548.opus,particolare,it
particolare/common_voice_it_20276580.opus,particolare,it
particolare/common_voice_it_18867197.opus,particolare,it
particolare/common_voice_it_21253740.opus,particolare,it
particolare/common_voice_it_20302017.opus,particolare,it
particolare/common_voice_it_18338111.opus,particolare,it
particolare/common_voice_it_19983665.opus,particolare,it
particolare/common_voice_it_19975142.opus,particolare,it
particolare/common_voice_it_20262963.opus,particolare,it
particolare/common_voice_it_20040802.opus,particolare,it
particolare/common_voice_it_21333916.opus,particolare,it
particolare/common_voice_it_20013718.opus,particolare,it
particolare/common_voice_it_18006665.opus,particolare,it
particolare/common_voice_it_19997861.opus,particolare,it
particolare/common_voice_it_20004370.opus,particolare,it
particolare/common_voice_it_20297729.opus,particolare,it
particolare/common_voice_it_18402879.opus,particolare,it
particolare/common_voice_it_19849762.opus,particolare,it
particolare/common_voice_it_18055968.opus,particolare,it
particolare/common_voice_it_19977062.opus,particolare,it
particolare/common_voice_it_20012893.opus,particolare,it
particolare/common_voice_it_20020990.opus,particolare,it
particolare/common_voice_it_18107121.opus,particolare,it
particolare/common_voice_it_20724327.opus,particolare,it
particolare/common_voice_it_19233839.opus,particolare,it
particolare/common_voice_it_19984809.opus,particolare,it
particolare/common_voice_it_20314855.opus,particolare,it
particolare/common_voice_it_20044208.opus,particolare,it
particolare/common_voice_it_17866178.opus,particolare,it
particolare/common_voice_it_20072343.opus,particolare,it
particolare/common_voice_it_20669852.opus,particolare,it
particolare/common_voice_it_20062093.opus,particolare,it
particolare/common_voice_it_20244176.opus,particolare,it
particolare/common_voice_it_19970608.opus,particolare,it
particolare/common_voice_it_21300873.opus,particolare,it
particolare/common_voice_it_20129200.opus,particolare,it
particolare/common_voice_it_18793861.opus,particolare,it
particolare/common_voice_it_20086452.opus,particolare,it
particolare/common_voice_it_18830313.opus,particolare,it
particolare/common_voice_it_20145065.opus,particolare,it
particolare/common_voice_it_20066458.opus,particolare,it
particolare/common_voice_it_19473238.opus,particolare,it
particolare/common_voice_it_19987343.opus,particolare,it
particolare/common_voice_it_20262953.opus,particolare,it
particolare/common_voice_it_20258438.opus,particolare,it
particolare/common_voice_it_20034016.opus,particolare,it
particolare/common_voice_it_19332765.opus,particolare,it
particolare/common_voice_it_20178385.opus,particolare,it
particolare/common_voice_it_19804027.opus,particolare,it
particolare/common_voice_it_20019332.opus,particolare,it
particolare/common_voice_it_19981969.opus,particolare,it
particolare/common_voice_it_19460311.opus,particolare,it
particolare/common_voice_it_20064333.opus,particolare,it
particolare/common_voice_it_18337838.opus,particolare,it
particolare/common_voice_it_20020379.opus,particolare,it
particolare/common_voice_it_18375540.opus,particolare,it
particolare/common_voice_it_20033266.opus,particolare,it
particolare/common_voice_it_19993367.opus,particolare,it
particolare/common_voice_it_20305144.opus,particolare,it
particolare/common_voice_it_20257282.opus,particolare,it
particolare/common_voice_it_18926764.opus,particolare,it
particolare/common_voice_it_21365575.opus,particolare,it
particolare/common_voice_it_21077475.opus,particolare,it
particolare/common_voice_it_20084463.opus,particolare,it
particolare/common_voice_it_19461139.opus,particolare,it
particolare/common_voice_it_18338040.opus,particolare,it
particolare/common_voice_it_20085244.opus,particolare,it
particolare/common_voice_it_18079104.opus,particolare,it
particolare/common_voice_it_20064385.opus,particolare,it
particolare/common_voice_it_20642934.opus,particolare,it
particolare/common_voice_it_20084346.opus,particolare,it
particolare/common_voice_it_18867233.opus,particolare,it
particolare/common_voice_it_20006367.opus,particolare,it
particolare/common_voice_it_20178384.opus,particolare,it
particolare/common_voice_it_18108240.opus,particolare,it
particolare/common_voice_it_20227376.opus,particolare,it
particolare/common_voice_it_20023216.opus,particolare,it
particolare/common_voice_it_18617146.opus,particolare,it
particolare/common_voice_it_20072154.opus,particolare,it
particolare/common_voice_it_18654150.opus,particolare,it
particolare/common_voice_it_20306920.opus,particolare,it
particolare/common_voice_it_18108248.opus,particolare,it
particolare/common_voice_it_18115627.opus,particolare,it
particolare/common_voice_it_20078690.opus,particolare,it
particolare/common_voice_it_20325302.opus,particolare,it
particolare/common_voice_it_18311509.opus,particolare,it
particolare/common_voice_it_17710267.opus,particolare,it
particolare/common_voice_it_18647572.opus,particolare,it
particolare/common_voice_it_20088272.opus,particolare,it
particolare/common_voice_it_19851066.opus,particolare,it
particolare/common_voice_it_19420609.opus,particolare,it
particolare/common_voice_it_18798788.opus,particolare,it
particolare/common_voice_it_20267372.opus,particolare,it
particolare/common_voice_it_20063774.opus,particolare,it
particolare/common_voice_it_21336553.opus,particolare,it
particolare/common_voice_it_17971575.opus,particolare,it
particolare/common_voice_it_20056493.opus,particolare,it
particolare/common_voice_it_20438917.opus,particolare,it
particolare/common_voice_it_19984809__2.opus,particolare,it
particolare/common_voice_it_19417618.opus,particolare,it
particolare/common_voice_it_20037526.opus,particolare,it
particolare/common_voice_it_20065163.opus,particolare,it
particolare/common_voice_it_20058161.opus,particolare,it
particolare/common_voice_it_20074924.opus,particolare,it
particolare/common_voice_it_20049835.opus,particolare,it
particolare/common_voice_it_20417583.opus,particolare,it
particolare/common_voice_it_20031307.opus,particolare,it
